epoch,acc,loss
9,0.18040296406215672,3387823.5
19,0.14216288642804173,3262229.5
29,0.23178829836814427,3103709.25
39,0.3121061759796639,2925819.0
49,0.34931559124128697,2828141.5
59,0.36882375883894125,2708629.75
69,0.38977514520673995,2654002.5
79,0.3980694728953106,2609633.25
89,0.4128455230485478,2552865.75
99,0.4487591228879889,2473278.5
109,0.4747917493319764,2422481.5
119,0.4816292136680678,2390079.5
129,0.48625215830232454,2366571.0
139,0.47803509132923877,2345139.0
149,0.5122122885101992,2319641.5
159,0.4895938410387598,2302296.75
169,0.5055896321371173,2276100.0
179,0.5363909858676321,2258818.0
189,0.5142954312527862,2235179.25
199,0.5514112020182553,2210896.0
209,0.5278587773612703,2198313.25
219,0.5317235908498577,2177718.5
229,0.5579935849897306,2165316.0
239,0.5497398109122756,2153941.75
249,0.5736868258264178,2144527.0
259,0.5513026945543861,2133781.75
269,0.5810849802267443,2119733.25
279,0.5614838963295701,2112275.5
289,0.5873156835192634,2101357.0
299,0.5692496221051389,2091113.375
309,0.59286860651734,2075910.5
319,0.5812221348339973,2066435.5
329,0.6019951354549705,2062537.5
339,0.6032831541464985,2052313.75
349,0.5949255042721426,2043784.375
359,0.6065550899407267,2037346.375
369,0.5938354789896824,2045156.25
379,0.6104211595862403,2028152.5
389,0.6124366497808318,2021803.75
399,0.6121616241471365,2012088.25
409,0.6016072163656865,2009138.875
419,0.6148838617587266,1999839.0
429,0.6117659577667282,1998457.125
439,0.6182127924406409,1992298.5
449,0.6165489029591598,1985841.75
459,0.6258152558237957,1991288.875
469,0.6212737734597666,2006956.125
479,0.6177550322881737,1983178.75
489,0.616235890602327,1971174.875
499,0.619257468149171,1969443.5
509,0.6202127938871698,1964076.875
519,0.620801082222937,1960456.0
529,0.6314635227758509,1983247.25
539,0.6245294117978824,1963268.0
549,0.6179406771846166,1952856.75
559,0.6249770374494471,1949601.0
569,0.6256720168158846,1945497.875
579,0.6314156005310829,1947239.375
589,0.6303555656746641,1950303.375
599,0.6231707652212946,1940303.5
609,0.6263021186862516,1937877.125
619,0.6221138846906811,1935988.25
629,0.6237902699432579,1933110.125
639,0.6220730484724056,1935199.25
649,0.6310619930833797,1930532.5
659,0.6326009790501821,1927106.75
669,0.6225913401237756,1925988.375
679,0.6341151779128175,1924261.875
689,0.6311998196620009,1921111.5
699,0.636641347868239,1926518.625
709,0.6239714446087623,1924444.875
719,0.6313617444415185,1913646.25
729,0.6270328710301332,1912722.5
739,0.6328273402411266,1915783.0
749,0.6297390674199163,1909078.625
759,0.6251751897250541,1909406.5
769,0.637507267739426,1917888.5
779,0.634286903360344,1907658.25
789,0.634174759882056,1902678.0
799,0.6390704853184818,1908296.0
809,0.6295248817113941,1902523.625
819,0.6375047484403042,1901885.125
829,0.6357369415259831,1898295.125
839,0.6254355623358109,1900217.25
849,0.6386822875030778,1894142.25
859,0.6305508610058009,1895480.625
869,0.6326913841999873,1891157.5
879,0.6214790490603411,1907222.0
889,0.6261819570565791,1895907.75
899,0.634949302648168,1886861.625
909,0.6337886802470566,1884142.25
919,0.630451342221655,1891816.25
929,0.6343747806334045,1884060.0
939,0.6300958881286015,1882732.5
949,0.641655350639946,1887221.875
959,0.640321012333306,1880760.125
969,0.6332592113900155,1878907.125
979,0.6320917736110921,1880547.0
989,0.6327915349276242,1878929.375
999,0.6388757976687156,1872430.25
1009,0.6372147130511854,1879443.75
1019,0.6385086513381262,1875924.5
1029,0.6375176351603629,1870300.5
1039,0.6290150870199934,1877059.75
1049,0.6313687937619806,1874165.75
1059,0.6341509647051344,1875945.0
1069,0.6365030838643605,1870569.5
1079,0.636422044907125,1866001.75
1089,0.6393301798755074,1866191.75
1099,0.6431131713239536,1867529.25
1109,0.6361654128560289,1862409.0
1119,0.6341399655161047,1866242.75
1129,0.6444354136923696,1866019.5
1139,0.6325331037945628,1868235.75
1149,0.6409825788570673,1860421.25
1159,0.6406454183092518,1859813.0
1169,0.6434768309893057,1863696.5
1179,0.6403803926794647,1859782.0
1189,0.642140577161097,1857907.0
1199,0.6258757070740458,1872305.75
1209,0.643180392787124,1861745.375
1219,0.6400698019601905,1854227.875
1229,0.6428922243007493,1854825.625
1239,0.6383395603562736,1852698.5
1249,0.6409205929083236,1852838.375
1259,0.6377578916621848,1851449.875
1269,0.6411108715871745,1848847.125
1279,0.6319751120782304,1855638.125
1289,0.6397873431079364,1853814.5
1299,0.6410925687102778,1848476.75
1309,0.640662864578838,1844633.75
1319,0.6454522863487092,1847859.375
1329,0.6347873516116044,1859141.75
1339,0.6411975610791547,1845448.125
1349,0.6406518477052379,1844259.375
1359,0.6348352549016016,1846836.75
1369,0.6460463349142587,1845485.25
1379,0.640817751527975,1840993.0
1389,0.6432678313874186,1839872.0
1399,0.6417866273515884,1844505.25
1409,0.6419543452142572,1839704.5
1419,0.6273037562694982,1853999.0
1429,0.627742769448569,1848844.625
1439,0.6421628784006795,1840233.5
1449,0.6422472294299478,1837525.625
1459,0.6403455757228042,1836284.75
1469,0.6355653818248296,1843576.625
1479,0.6402044479492097,1834056.625
1489,0.6447777662244746,1836274.75
1499,0.6451338817990094,1833962.5
1509,0.6459018038721388,1831849.625
1519,0.6334234392101324,1832531.375
1529,0.6393663997407262,1833029.375
1539,0.6446730009468769,1831106.125
1549,0.6412415322905692,1828529.5
1559,0.6440437974504173,1833990.5
1569,0.6457158971862504,1834253.25
1579,0.6452539581741273,1830849.25
1589,0.6431000954403129,1828762.5
1599,0.6463819735709136,1833957.375
1609,0.6462220699856991,1825661.75
1619,0.6435120464926389,1823311.625
1629,0.6476034123889655,1825602.0
1639,0.6367246368376214,1841312.25
1649,0.6447849022668104,1823959.125
1659,0.6425170833774764,1822489.375
1669,0.631714430016781,1840087.75
1679,0.638132035183507,1827714.75
1689,0.6415957104269896,1822850.375
1699,0.6421992557359104,1821991.0
1709,0.6325853502349749,1836535.25
1719,0.6424637899609158,1825363.625
1729,0.6442217152708575,1817373.25
1739,0.6397102481224718,1817617.875
