epoch,acc,loss
9,0.14216288642804173,3405595.25
19,0.14216288642804173,3278499.25
29,0.16384331776169234,3178682.0
39,0.2168080007796212,3059374.0
49,0.22607816179143161,2971698.5
59,0.23435381077040002,2910274.0
69,0.24516834553133443,2884185.5
79,0.24946731573790376,2869003.5
89,0.2580714351872163,2850612.5
99,0.26281106031876766,2818646.75
109,0.3157843381640524,2769465.0
119,0.30388103473504297,2751778.25
129,0.3085020689483745,2735388.0
139,0.2940420665512746,2725016.0
149,0.31065379303464596,2711156.5
159,0.3312937049651728,2699339.0
169,0.33433016887210854,2691424.75
179,0.30383660970832976,2684989.25
189,0.3370000697559452,2669666.5
199,0.3170682621278189,2666016.75
209,0.31356907372240617,2660117.5
219,0.3609174890084487,2648782.75
229,0.3680905638831071,2642103.5
239,0.3146808238032317,2637746.5
249,0.36730201464248574,2628191.75
259,0.3515890181714845,2621149.0
269,0.3540012061676573,2612498.5
279,0.35435394820284866,2607661.25
289,0.2771415535905364,2638906.5
299,0.3441971292259917,2594561.0
309,0.3622469637891732,2591737.75
319,0.37054694625061385,2580452.0
329,0.3664038469127676,2572818.5
339,0.39984708830650306,2565934.0
349,0.34757242458584564,2568513.5
359,0.3615510109173827,2562755.0
369,0.3868296386847061,2553057.0
379,0.3831932748540149,2546755.25
389,0.3867723734643305,2541748.25
399,0.4109675641164301,2573197.75
409,0.41315156576900197,2535847.25
419,0.3803477443193458,2531032.5
429,0.3865924649389519,2527405.0
439,0.41427489929985245,2520855.75
449,0.43738303489585884,2526472.5
459,0.4225943186018633,2520051.0
469,0.4144952135529586,2513211.5
479,0.41867118136457865,2508992.0
489,0.3859357350219478,2507470.0
499,0.40329547019928363,2506309.75
509,0.4083722944645019,2500345.0
519,0.4130993668695958,2496696.0
529,0.3256728726492213,2575334.25
539,0.4021269815124485,2523540.75
549,0.40953728865539973,2496063.0
559,0.4155538387443487,2488309.5
569,0.41563103294651754,2484414.5
579,0.41543129629995185,2518576.25
589,0.43231746170654406,2485841.0
599,0.4137949643225111,2483511.5
609,0.4332469567727701,2474585.25
619,0.39065014583897995,2480711.5
629,0.41687491663532034,2476804.5
639,0.4020928949858567,2469167.75
649,0.4483568420250667,2471410.5
659,0.41329564465283547,2469961.0
669,0.4576080611481338,2476187.75
679,0.4254217257026904,2464184.5
689,0.4398730966368158,2479495.5
699,0.39804763388839215,2462111.25
709,0.4313915185738803,2452957.0
719,0.3950756276405173,2480423.5
729,0.4295374830732345,2468438.5
739,0.4318965433715312,2455121.5
749,0.3560392725119265,2480560.0
759,0.4203082969346259,2468705.0
769,0.43569766056211817,2451279.0
779,0.4447038526176376,2442652.5
789,0.39460583315194964,2450461.0
799,0.4356536257078435,2448032.0
809,0.44089633677989126,2441601.5
819,0.4076053114081113,2437497.5
829,0.4394294192425379,2437133.75
839,0.42744524162598996,2436974.0
849,0.41561356137318206,2440462.5
859,0.41250561047316964,2435197.0
869,0.42014391135298323,2434532.5
879,0.4189666360532036,2432999.0
889,0.4488083049918015,2424475.0
899,0.4377441061274325,2454510.5
909,0.4301459865219594,2434324.0
919,0.42078949194744275,2423270.25
929,0.45476756317142036,2429752.0
939,0.45388711124371905,2416008.5
949,0.42109463831991206,2426122.25
959,0.4391288643306973,2416377.25
969,0.46099433874930273,2424222.5
979,0.42701909987790665,2423721.75
989,0.44159758235711966,2410702.0
999,0.4656281860028844,2419926.25
1009,0.4443496830708126,2430029.0
1019,0.4344800311948731,2412996.0
1029,0.43693724198646405,2406562.0
1039,0.46223184750384605,2409445.75
1049,0.4319480495913107,2405157.5
1059,0.4466441132156914,2402458.25
1069,0.461574240330119,2400369.5
1079,0.4402761441522638,2415860.75
1089,0.4286402093815825,2403581.75
1099,0.43970257594650725,2396501.5
1109,0.4542271429783986,2431731.0
1119,0.44506224806259576,2406815.25
1129,0.43156629258561696,2406521.0
1139,0.43357545421121435,2397180.5
1149,0.4345474804726464,2391226.0
1159,0.4050163061824409,2427263.25
1169,0.4468270896259502,2399290.5
1179,0.4410545626571172,2388966.5
1189,0.45830936822076124,2419602.75
1199,0.4446033828815553,2387659.5
1209,0.43787801198566145,2385043.5
1219,0.4033404651804818,2429402.25
1229,0.4444748222386414,2394474.0
1239,0.46516811698202976,2390614.5
1249,0.4618929450573544,2407438.5
1259,0.44947930599480457,2386202.0
1269,0.44960405216429805,2381541.5
1279,0.45891019180613557,2376792.5
