,dataset,model,epoch,datatype,pipeline,fixed synchro,rank,epoch time,commu,reduce,compute,accuracy,peak memory
0,yelp,"['graphsage', 4, 512]",2000,fp32,False,NA,0,0.2966356881477254,0.19930850795754346,0.014984554862126475,0.08234262532805546,0.6507343008071254,5138.634765625
0,yelp,"['graphsage', 4, 512]",2000,fp32,True,NA,0,0.1747458761678241,0.06941471506067798,0.018614413743560723,0.08671674736358541,0.6502636203866432,5656.41796875
0,yelp,"['graphsage', 4, 512]",2000,int1,False,NA,0,0.11049063327848778,0.01506026962021146,0.013710394733998186,0.08171996892427813,0.6496241600986783,8587.60302734375
0,yelp,"['graphsage', 4, 512]",2000,int1,True,NA,0,0.10110552353423528,0.0001317050249911098,0.01437961590582119,0.08659420260342297,0.6500078638906737,8667.705078125
0,yelp,"['gcn', 4, 512]",2000,fp32,False,NA,0,0.29930711296990614,0.20599326683843056,0.015080923625249374,0.07823292250622621,0.4790709800102747,4426.20751953125
0,yelp,"['gcn', 4, 512]",2000,fp32,True,NA,0,0.1715269213529897,0.06766614908630439,0.01844751675569666,0.08541325551098865,0.4678015953932849,5232.73681640625
0,yelp,"['gcn', 4, 512]",2000,int1,False,NA,0,0.1042076286866033,0.014203015042838116,0.013319994134202035,0.07668461950956314,0.47102590397056576,7876.51806640625
0,yelp,"['gcn', 4, 512]",2000,int1,True,NA,0,0.09432822333146841,0.00011517913941551158,0.013308319456062232,0.08090472473599067,0.46288049897940525,8216.57177734375
0,yelp,"['gat', 2, 256]",1000,fp32,False,NA,0,0.1575975018952574,0.1023241715239627,0.018399273178407123,0.036874057192887576,0.4437767566833099,2024.42041015625
0,yelp,"['gat', 2, 256]",1000,fp32,True,NA,0,0.08506487176886626,0.027522331369774684,0.017748487581099783,0.039794052817991796,0.4473856790343019,2373.94384765625
0,yelp,"['gat', 2, 256]",1000,int1,False,NA,0,0.06549032617892538,0.01174644912992205,0.01794584813926901,0.03579802890973431,0.44639368613169944,3748.86572265625
0,yelp,"['gat', 2, 256]",1000,int1,True,NA,0,0.05698500334152153,0.0001495092042854854,0.013752166447894914,0.04308332768934114,0.4327663304991022,3925.10888671875
0,yelp,"['graphsage', 4, 512]",2000,int1,True,2,0,0.105447927801009,0.008382148493106222,0.01379184760070325,0.08327393170719953,0.6501333517519391,8647.6064453125
0,yelp,"['graphsage', 4, 512]",2000,int1,True,5,0,0.10281126801845492,0.003573672675874026,0.014009508895449224,0.08522808644713167,0.6506603855269176,8658.4814453125
0,yelp,"['graphsage', 4, 512]",2000,int1,True,10,0,0.10146982991084755,0.001864654184184255,0.013979961054362274,0.08562521467230101,0.6508187852052291,8660.26123046875
0,yelp,"['graphsage', 4, 512]",2000,int1,True,20,0,0.1000219040564811,0.0009021188209210844,0.013907980945434231,0.08521180429012579,0.6481865610660632,8668.318359375
0,yelp,"['graphsage', 4, 512]",2000,int1,True,100,0,0.09971789235792607,0.00028315657762217363,0.013791061987590152,0.08564367379271373,0.6491414010886308,8666.875
0,yelp,"['gcn', 4, 512]",2000,int1,True,2,0,0.10003135902578952,0.008092322567257955,0.013365921172373544,0.07857311528615803,0.45930925520414667,8151.5146484375
0,yelp,"['gcn', 4, 512]",2000,int1,True,5,0,0.09678474274403799,0.003251763255665191,0.013496644114598399,0.0800363353737744,0.4731263645088058,8192.61962890625
0,yelp,"['gcn', 4, 512]",2000,int1,True,10,0,0.09579792691763897,0.00176761291074859,0.013376333400242047,0.08065398060664833,0.4630681172130605,8204.7783203125
0,yelp,"['gcn', 4, 512]",2000,int1,True,20,0,0.09502242084069878,0.0008934308797585672,0.013204051683634055,0.08092493827730615,0.4580163430512256,8214.30712890625
0,yelp,"['gcn', 4, 512]",2000,int1,True,100,0,0.09429754671912416,0.0002623511051016555,0.01323715748393987,0.08079803813008263,0.4679255340880571,8218.11865234375
0,yelp,"['gat', 2, 256]",1000,int1,True,2,0,0.06203375330993107,0.006654580256768635,0.016023514792323112,0.039355658260839324,0.4399280882174057,3923.1806640625
0,yelp,"['gat', 2, 256]",1000,int1,True,5,0,0.05934751699013369,0.002708165773323604,0.01462123729288578,0.04201811392392431,0.4250148867969948,4063.228515625
0,yelp,"['gat', 2, 256]",1000,int1,True,10,0,0.05795028353376048,0.0014266810779060637,0.014344302405204092,0.04217930005065032,0.4335739056004381,4014.80322265625
0,yelp,"['gat', 2, 256]",1000,int1,True,20,0,0.05758056816245828,0.0008049354489360537,0.014309084575091089,0.042466548138431134,0.4305775594574072,4058.6357421875
0,yelp,"['gat', 2, 256]",1000,int1,True,100,0,0.05726980045437813,0.0002715771219560078,0.014081664649503571,0.04291655868291855,0.4364641038736948,3964.12890625
