,dataset,model,epoch,datatype,pipeline,fixed synchro,rank,epoch time,commu,reduce,compute,accuracy,peak memory
0,ogbn-products,"['graphsage', 3, 128]",150,fp32,False,NA,0,1.0513750378412146,0.9120479321661796,0.02235232964726805,0.11697477602776687,0.7833704081757145,4810.806640625
0,ogbn-products,"['graphsage', 3, 128]",150,fp32,True,NA,0,1.0004515411289594,0.8296402356096806,0.038839529488832895,0.1319717760304459,0.7724264388585919,5069.126953125
0,ogbn-products,"['graphsage', 3, 128]",150,int1,False,NA,0,0.22308041485211322,0.09714484032783799,0.016068019939742925,0.1098675545845323,0.783344652343713,5858.201171875
0,ogbn-products,"['graphsage', 3, 128]",150,int1,True,NA,0,0.1507282730277258,0.0013891613210430581,0.02181249720449666,0.12752661450218608,0.7661524085543704,6237.10205078125
0,ogbn-products,"['gcn', 3, 128]",150,fp32,False,NA,0,0.8956226720154741,0.7704653758129091,0.018679385876837578,0.10647791032572741,0.7270568630029222,3685.51416015625
0,ogbn-products,"['gcn', 3, 128]",150,fp32,True,NA,0,0.8448572522811307,0.6665768805350966,0.031396667465908835,0.14688370428012534,0.7016570940824395,4733.59619140625
0,ogbn-products,"['gcn', 3, 128]",150,int1,False,NA,0,0.25497843291013295,0.1309223138649045,0.019195152603032936,0.10486096644219552,0.7286672802880677,5205.97509765625
0,ogbn-products,"['gcn', 3, 128]",150,int1,True,NA,0,0.16406109132839522,0.0016306083620959565,0.028611616323922427,0.13381886664237683,0.7283301951885395,5561.064453125
0,ogbn-products,"['gat', 3, 128]",150,fp32,False,NA,0,0.8085611867540665,0.5893533921423759,0.05146994481559928,0.16773784979609133,0.7768288787040388,4893.0107421875
0,ogbn-products,"['gat', 3, 128]",150,fp32,True,NA,0,0.7905160452573354,0.5210013316787836,0.079838574387645,0.18967613919090684,0.7552251579352137,5191.375
0,ogbn-products,"['gat', 3, 128]",150,int1,False,NA,0,0.2506710118009844,0.04770419797824539,0.047159551664163135,0.15580726215857588,0.773751734564914,6031.00439453125
0,ogbn-products,"['gat', 3, 128]",150,int1,True,NA,0,0.2339246291240663,0.0008496692162433654,0.05033557469608219,0.18273938521174077,0.750050494986424,6344.53515625
