,dataset,model,epoch,datatype,pipeline,fixed synchro,rank,epoch time,commu,reduce,compute,accuracy,peak memory
0,yelp,"['graphsage', 4, 512]",200,fp32,False,NA,0,0.550640192898837,0.456922399726781,0.04401050372557207,0.04970728944648396,0.5408993870433715,2623.16064453125
0,yelp,"['graphsage', 4, 512]",200,fp32,True,NA,0,0.5091150335290215,0.2942471612583507,0.15885358236052774,0.056014289910143095,0.5547827669236057,2937.29931640625
0,yelp,"['graphsage', 4, 512]",200,int1,False,NA,0,0.10034925287420099,0.042337626218795776,0.011538253589109941,0.04647337306629527,0.5354855809720757,2632.64990234375
0,yelp,"['graphsage', 4, 512]",200,int1,True,NA,0,0.08632306619123979,0.002830070528117093,0.025137807835232128,0.058355187827890564,0.5313553620313919,2908.59130859375
0,yelp,"['gcn', 4, 512]",200,fp32,False,NA,0,0.522817687554793,0.4291679141196338,0.03982652181928808,0.0538232516158711,0.3796828276000736,2252.99853515625
0,yelp,"['gcn', 4, 512]",200,fp32,True,NA,0,0.48670791360464966,0.28571409393440594,0.1366659782149575,0.06432784145528622,0.3120763047688183,2695.49853515625
0,yelp,"['gcn', 4, 512]",200,int1,False,NA,0,0.09498232738538222,0.039474756880240006,0.010351438413966785,0.04515613209117543,0.3251570031007823,2263.53125
0,yelp,"['gcn', 4, 512]",200,int1,True,NA,0,0.07540886239572005,0.0013394111936742609,0.02021505209532651,0.05385439910671928,0.30662980548358315,2661.1025390625
0,yelp,"['gat', 2, 256]",200,fp32,False,NA,0,0.2501070242036473,0.20330908623608676,0.021661246364766903,0.025136691602793613,0.39019760840952994,1132.06005859375
0,yelp,"['gat', 2, 256]",200,fp32,True,NA,0,0.21977827494794672,0.12410429390993985,0.06249074366959659,0.03318323736841028,0.37581469441883786,1338.18994140625
0,yelp,"['gat', 2, 256]",200,int1,False,NA,0,0.055013499476692894,0.021176930178295483,0.01045749539678747,0.023379073901609947,0.3491739623330714,1273.72509765625
0,yelp,"['gat', 2, 256]",200,int1,True,NA,0,0.04495567218823866,0.0001888099041852084,0.013700994578274813,0.03106586770577864,0.37813560849580913,1470.6064453125
