,dataset,model,epoch,datatype,pipeline,rank,epoch time,commu,reduce,compute,accuracy,peak memory
0,ogbn-products,"['graphsage', 3, 128]",500,fp32,False,0,0.6924196337370595,0.4788633841570183,0.051022820408568786,0.16253342917147243,0.7889824684118276,6881.5380859375
0,ogbn-products,"['graphsage', 3, 128]",500,fp32,True,0,0.4299919305895476,0.04664504207303171,0.1907683327593611,0.1925785557571548,0.7950599410507747,7268.3056640625
0,ogbn-products,"['graphsage', 3, 128]",500,fp16,False,0,0.5143376770575485,0.292132201216146,0.03716873267306341,0.18503674316833907,0.794318444203153,6642.693359375
0,ogbn-products,"['graphsage', 3, 128]",500,fp16,True,0,0.3095610735127744,0.03833109862066705,0.07738397313874933,0.19384600175335798,0.7895694302674404,7711.02197265625
0,ogbn-products,"['graphsage', 3, 128]",500,int8,False,0,0.4485429434498329,0.22500659532076575,0.032925451817533896,0.19061089631153327,0.789257649143212,6522.9765625
0,ogbn-products,"['graphsage', 3, 128]",500,int8,True,0,0.2485349408179655,0.0012074794469927458,0.06685684347366538,0.1804706178973074,0.7873738585534892,7201.28857421875
0,ogbn-products,"['graphsage', 3, 128]",500,int4,False,0,0.4217484232556125,0.19633357941837054,0.030376477091836288,0.1950383667454057,0.7891776705069967,9445.5439453125
0,ogbn-products,"['graphsage', 3, 128]",500,int4,True,0,0.23796159002278416,0.003078500786169762,0.05695828194040889,0.17792480729620552,0.7893258795051807,10402.73876953125
0,ogbn-products,"['graphsage', 3, 128]",500,int2,False,0,0.365781038331344,0.14789488283508026,0.030424621073119842,0.1874615344231439,0.7916308005409628,9416.87548828125
0,ogbn-products,"['graphsage', 3, 128]",500,int2,True,0,0.24470375418128454,0.0011603115919994133,0.05833425436319257,0.18520918822609256,0.7961181894463445,10029.96728515625
0,ogbn-products,"['graphsage', 3, 128]",500,int1,False,0,0.33129136337827675,0.11155096992783482,0.040284381319054575,0.17945601213138737,0.7920695533983917,9400.85302734375
0,ogbn-products,"['graphsage', 3, 128]",500,int1,True,0,0.23765697767916283,0.0017409762994056324,0.05245600687548719,0.18345999450427,0.7886096866328588,9444.30322265625
0,ogbn-products,"['gcn', 3, 128]",500,fp32,False,0,0.6477312715598821,0.45720990409765544,0.03935783112530217,0.15116353633692448,0.7346986635434332,5169.27001953125
0,ogbn-products,"['gcn', 3, 128]",500,fp32,True,0,0.3533302283607791,0.09003049589593315,0.07952931055573605,0.18377042190910992,0.7358685205443427,6693.74072265625
0,ogbn-products,"['gcn', 3, 128]",500,fp16,False,0,0.4579501649189423,0.26282720234362,0.03787209367538247,0.15725086889993983,0.7321953774155694,4930.59375
0,ogbn-products,"['gcn', 3, 128]",500,fp16,True,0,0.3053319828392679,0.033798389370665954,0.07462505588617026,0.1969085375824317,0.7453868819673479,7135.57568359375
0,ogbn-products,"['gcn', 3, 128]",500,int8,False,0,0.41648249027440365,0.21197164379427785,0.03566838166104304,0.16884246481908277,0.7381937751317049,4811.47021484375
0,ogbn-products,"['gcn', 3, 128]",500,int8,True,0,0.2542319896509829,0.0021221755331407213,0.06265613262963401,0.1894536814882082,0.7368621534315579,6631.98681640625
0,ogbn-products,"['gcn', 3, 128]",500,int4,False,0,0.3962937823325529,0.19138288818667287,0.02823276958123451,0.17667812456464554,0.7420060901246266,8303.94775390625
0,ogbn-products,"['gcn', 3, 128]",500,int4,True,0,0.2350080162954972,0.0011611989795359795,0.06049138922327837,0.17335542809268284,0.750285008614648,9491.8076171875
0,ogbn-products,"['gcn', 3, 128]",500,int2,False,0,0.36354387768715485,0.1595391345131023,0.03507445264824837,0.16893029052580416,0.739148548342567,8274.21728515625
0,ogbn-products,"['gcn', 3, 128]",500,int2,True,0,0.224533526886739,0.0010892270391832017,0.051182278068610906,0.1722620217789449,0.7369082428151396,8867.6181640625
0,ogbn-products,"['gcn', 3, 128]",500,int1,False,0,0.32956462323398333,0.12379275255673669,0.03662793625630605,0.16914393442094058,0.7441984988416653,8258.25732421875
0,ogbn-products,"['gcn', 3, 128]",500,int1,True,0,0.23431399317600268,0.001841139900310157,0.05061754891690652,0.181855304358786,0.7394675591740241,8845.97314453125
0,ogbn-products,"['gat', 3, 128]",500,fp32,False,0,0.7809068007319497,0.4430797345969709,0.118312485549482,0.21951458058549683,0.7838706135445854,9491.58447265625
0,ogbn-products,"['gat', 3, 128]",500,fp32,True,0,0.3932517403444367,0.000525841798482989,0.1715871020817436,0.22113879646421014,0.7874877264423379,9670.3515625
0,ogbn-products,"['gat', 3, 128]",500,fp16,False,0,0.5775193237937619,0.25324509710474397,0.10705902811657687,0.2172151985724411,0.782797002021155,9253.84912109375
