,dataset,model,epoch,datatype,pipeline,rank,epoch time,commu,reduce,compute,accuracy,peak memory
0,ogbn-products,"['graphsage', 3, 128]",500,fp32,False,0,2.386587725091943,2.043946146965027,0.16309901577474825,0.17954256235216784,0.7904744992411067,6881.5380859375
0,ogbn-products,"['graphsage', 3, 128]",500,fp32,True,0,2.1218429338771667,0.8968682027183841,1.0291836128106566,0.19579111834812601,0.7931223795135401,7256.3056640625
0,ogbn-products,"['graphsage', 3, 128]",500,int4,False,0,0.5856838750197748,0.4105570834848378,0.022066973250008486,0.1530598182849285,0.7908517995870934,9445.5439453125
0,ogbn-products,"['graphsage', 3, 128]",500,int4,True,0,0.37720933890663455,0.1262816115879692,0.06995340794191232,0.18097431937675304,0.7808766110385881,10348.8544921875
0,ogbn-products,"['graphsage', 3, 128]",500,int1,False,0,0.34503566791123874,0.17381460196234186,0.021943406673824842,0.14927765927507203,0.7940730860140862,9400.85302734375
0,ogbn-products,"['graphsage', 3, 128]",500,int1,True,0,0.2363557532229231,0.0018804410113347485,0.06158087232187724,0.1728944398897111,0.7893787467392891,10242.98095703125
0,ogbn-products,"['gcn', 3, 128]",500,fp32,False,0,1.9776195127333227,1.685456532533928,0.1252714566585729,0.1668915235408219,0.7355603542737285,5169.27001953125
0,ogbn-products,"['gcn', 3, 128]",500,fp32,True,0,2.022052073157956,0.5706251100574373,1.2532781982635703,0.19814876483694843,0.7408086698649085,6693.74072265625
0,ogbn-products,"['gcn', 3, 128]",500,int4,False,0,0.537941588949195,0.3748538862963963,0.022709869483126654,0.140377833169672,0.7412288965975642,8303.94775390625
0,ogbn-products,"['gcn', 3, 128]",500,int4,True,0,0.3489385608065823,0.11120057052560986,0.06132569975917115,0.1764122905218013,0.744861824479879,9775.06494140625
0,ogbn-products,"['gcn', 3, 128]",500,int1,False,0,0.3275016989943158,0.1658521708886185,0.02221835675260946,0.13943117135308783,0.73702256256069,8258.25732421875
0,ogbn-products,"['gcn', 3, 128]",500,int1,True,0,0.22462419383728985,0.001654692829457099,0.060984300391021866,0.16198520061681088,0.743373860360916,8839.03173828125
0,ogbn-products,"['gat', 3, 128]",500,fp32,False,0,1.5595629931565358,1.1607679738057568,0.16127150368797405,0.23752351566280494,0.7846911853150187,9491.583984375
0,ogbn-products,"['gat', 3, 128]",500,fp32,True,0,1.3221094308947234,0.3689391933749075,0.6905896551405902,0.26258058237922566,0.7860951040874505,9840.10986328125
0,ogbn-products,"['gat', 3, 128]",500,int4,False,0,0.608464831194001,0.2977437523982985,0.08802621621187492,0.22269486258382756,0.7846640739129118,12036.50927734375
0,ogbn-products,"['gat', 3, 128]",500,int4,True,0,0.423413392674228,0.00653945811660835,0.15427220348820023,0.2626017310694194,0.7804107467790524,12744.619140625
0,ogbn-products,"['gat', 3, 128]",500,int1,False,0,0.4843721379079092,0.1695604399180733,0.08787101801200832,0.22694067997782758,0.7818363546731698,11990.81884765625
0,ogbn-products,"['gat', 3, 128]",500,int1,True,0,0.4107596719211527,0.0015692309948360974,0.15988129564464895,0.24930914528166767,0.7761542566482806,11994.37646484375
