,dataset,model,epoch,datatype,pipeline,rank,epoch time,commu,reduce,compute,accuracy,peak memory
0,amazon,"['graphsage', 4, 512]",2000,fp32,False,0,6.3353642303587865,4.41093931843284,1.827412225488565,0.09701268643738148,0.812919272550008,5039.35595703125
0,amazon,"['graphsage', 4, 512]",2000,fp32,True,0,5.330993149753137,1.0482436261888601,4.145217722534868,0.1375318010294091,0.8126547257006145,5518.87744140625
0,amazon,"['graphsage', 4, 512]",2000,int4,False,0,1.0404613437525148,0.9129538735196426,0.02546279029485112,0.102044679938021,0.813898333195124,6986.5
0,amazon,"['graphsage', 4, 512]",2000,int4,True,0,0.8393601844199251,0.4810567026945424,0.2304777185741671,0.12782576315121558,0.812726814725414,7493.10791015625
0,amazon,"['graphsage', 4, 512]",2000,int1,False,0,0.3335756463038098,0.23480349473804568,0.017746268906412784,0.08102588265935134,0.8128654646785572,6962.33544921875
0,amazon,"['graphsage', 4, 512]",2000,int1,True,0,0.27874099916232986,0.04853047559946311,0.13924914505540129,0.09096137850746547,0.8138390151986785,7449.8193359375
0,amazon,"['gcn', 4, 512]",2000,fp32,False,0,2.5743852815277593,1.8176053709336006,0.6806838147358799,0.0760960958582787,0.5658753869655144,4385.79931640625
0,amazon,"['gcn', 4, 512]",2000,fp32,True,0,2.3755007366295118,0.40143216439504137,1.8846278284865126,0.08944074374795785,0.5579210553953837,5155.97900390625
0,amazon,"['gcn', 4, 512]",2000,int4,False,0,0.4795660137599189,0.3881288020807279,0.01673154522953161,0.0747056664496594,0.5657931183580265,6333.18115234375
0,amazon,"['gcn', 4, 512]",2000,int4,True,0,0.3407184419228399,0.14382139133716745,0.11052957621873885,0.0863674743669336,0.5547484318262513,7067.55126953125
0,amazon,"['gcn', 4, 512]",2000,int1,False,0,0.33814952885918736,0.2473649017529392,0.01687966170980033,0.07390496539644782,0.5607208188338595,6308.03662109375
0,amazon,"['gcn', 4, 512]",2000,int1,True,0,0.3056243164236668,0.0014981048675316213,0.21615651468922673,0.08796969686690845,0.5594219025694164,7075.06640625
0,amazon,"['gat', 3, 512]",1000,fp32,False,0,5.388474581497056,4.42262504595731,0.8486962180052485,0.11715331753449776,0.3960885506438968,7113.23046875
0,amazon,"['gat', 3, 512]",1000,fp32,True,0,4.938441468668835,0.3916836218642337,4.415924812001841,0.13083303480276065,0.38813367289442163,8035.416015625
0,amazon,"['gat', 3, 128]",1000,int4,False,0,0.4914244259042399,0.35833432764879297,0.07709079076136861,0.05599930749407832,0.37304246201791974,4763.31884765625
0,amazon,"['gat', 3, 128]",1000,int4,True,0,0.42209156629230293,0.0002428591251373291,0.36660795605608393,0.055240751111081676,0.3757328460312231,4872.47119140625
0,amazon,"['gat', 3, 128]",1000,int1,False,0,0.4427461445863758,0.30895413804267136,0.07778872363269329,0.05600328291101114,0.3722081722827713,4749.42333984375
0,amazon,"['gat', 3, 128]",1000,int1,True,0,0.4201355331710407,0.00019774373088564192,0.36612083656447275,0.05381695287568228,0.3629055082260386,4753.91162109375
