,dataset,model,epoch,datatype,pipeline,rank,epoch time,commu,reduce,compute,accuracy,peak memory
0,yelp,"['graphsage', 4, 512]",2000,fp32,False,0,1.5329508969937773,1.1090293692586681,0.36044246422952425,0.06347906350558491,0.6506600801799522,2663.28955078125
0,yelp,"['graphsage', 4, 512]",2000,fp32,True,0,1.3598483603090912,0.31709109648298844,0.9507474970976866,0.0920097667284161,0.6513520963845002,2911.92236328125
0,yelp,"['graphsage', 4, 512]",2000,int4,False,0,0.3393792848544556,0.25308330977679894,0.022290249178829064,0.06400572589882762,0.6510863619929359,3946.07177734375
0,yelp,"['graphsage', 4, 512]",2000,int4,True,0,0.2761642367377844,0.09420929188717712,0.07299256338043043,0.10896238147017683,0.6507709352066368,4183.42626953125
0,yelp,"['graphsage', 4, 512]",2000,int1,False,0,0.20367272062131717,0.11408177688551904,0.022805578459079122,0.066785365276719,0.6506680812338498,3931.97412109375
0,yelp,"['graphsage', 4, 512]",2000,int1,True,0,0.16011346554703065,0.007196302668819979,0.062213312013112095,0.09070385086509858,0.6491687535642559,4173.25830078125
0,yelp,"['gcn', 4, 512]",2000,fp32,False,0,1.434631786659725,1.0289329843956538,0.33579646824197407,0.069902334022097,0.4750441268141156,2291.12353515625
0,yelp,"['gcn', 4, 512]",2000,fp32,True,0,1.292496722498556,0.2792972030246709,0.9112577962716066,0.10194172320227834,0.47158931271155824,2685.75634765625
0,yelp,"['gcn', 4, 512]",2000,int4,False,0,0.29184730599877035,0.21966612684169165,0.014241058603426927,0.05794012055365177,0.47053372275962746,3573.8759765625
0,yelp,"['gcn', 4, 512]",2000,int4,True,0,0.24468251286211418,0.0835001902750181,0.057693192316322923,0.10348913027077317,0.47808865706377157,3956.802734375
0,yelp,"['gcn', 4, 512]",2000,int1,False,0,0.17492306232452393,0.09914822076636062,0.015802583874997687,0.059972257683165615,0.48773683359820763,3559.17529296875
0,yelp,"['gcn', 4, 512]",2000,int1,True,0,0.15070666887181372,0.005187516090333594,0.05570427797950456,0.08981487480197556,0.4516733825833893,3931.5322265625
0,yelp,"['gat', 4, 512]",1000,fp32,False,0,3.945229217942272,3.503145787332739,0.28205591147499426,0.1600275191345389,0.4252434267446805,5229.8291015625
0,yelp,"['gat', 4, 512]",1000,fp32,True,0,3.9179863490696465,0.5078971891530922,3.1383784615567754,0.271710698359779,0.3835416371881503,5938.8037109375
0,yelp,"['gat', 4, 512]",1000,int4,False,0,0.837749419733882,0.6621652101831776,0.026245007291436195,0.1493392022592681,0.4172688901731238,6956.16259765625
0,yelp,"['gat', 4, 512]",1000,int4,True,0,0.5723889730870724,0.198204314868365,0.09350393739129816,0.28068072082740925,0.3736965527092658,7548.59033203125
0,yelp,"['gat', 4, 512]",1000,int1,False,0,0.4087557327002287,0.2516257959817137,0.023271011986902783,0.1338589247316122,0.40296762266520353,6911.13818359375
0,yelp,"['gat', 4, 512]",1000,int1,True,0,0.27429006807506084,0.0026411416807344983,0.06634484497564179,0.20530408141868456,0.3832509678344405,6994.02783203125
