,dataset,model,epoch,datatype,pipeline,rank,epoch time,commu,reduce,compute,accuracy,peak memory
0,yelp,"['gat', 2, 256]",200,fp32,False,0,0.1863518479195508,0.12285192310810089,0.020282607186924328,0.04321731762452559,0.3675944191837404,2024.42041015625
0,yelp,"['gat', 2, 256]",200,fp32,True,0,0.10795442218130286,0.044640541076660156,0.019935953346165745,0.04337792775847696,0.35998727051628177,2373.84619140625
0,yelp,"['gat', 2, 256]",200,int1,False,0,0.07105272601951253,0.013028579679402437,0.017219949852336536,0.04080419648777356,0.35800905209168205,2224.25634765625
0,yelp,"['gat', 2, 256]",200,int1,True,0,0.0627625056288459,0.0002711510116403753,0.018606351180510086,0.04388500343669544,0.3777649973456025,2527.1845703125

0,yelp,"['gat', 2, 256]",200,fp32,False,0,0.17618052525953812,0.11509925127029419,0.020230928605253048,0.04085034538399088,0.31511534410708825,2024.42041015625
0,yelp,"['gat', 2, 256]",200,fp32,True,0,0.101297142830762,0.0360753441398794,0.019262162121859463,0.04595963656902313,0.38079581993569134,2373.84619140625
0,yelp,"['gat', 2, 256]",200,int1,False,0,0.0709278407421979,0.013331952420147982,0.017369996417652477,0.040225891904397446,0.34601618493072955,2224.25634765625
0,yelp,"['gat', 2, 256]",200,int1,True,0,0.06193064695054835,0.0002283277836712924,0.01711539382284338,0.044586925344033676,0.36488115715644986,2568.46044921875

0,yelp,"['gat', 2, 256]",200,fp32,False,0,0.17437092824415726,0.11342046071182597,0.01980662616816434,0.04114384136416695,0.3826267919178185,2024.42041015625
0,yelp,"['gat', 2, 256]",200,fp32,True,0,0.11365504969250072,0.04623113166202198,0.020838749679652126,0.0465851683508266,0.34191641488337665,2373.84619140625
0,yelp,"['gat', 2, 256]",200,int1,False,0,0.0671256347136064,0.010835616426034407,0.018006385727362198,0.03828363256020979,0.2978010350776308,2224.25634765625
0,yelp,"['gat', 2, 256]",200,int1,True,0,0.0622970082543113,0.00025623223998329854,0.016309533606876026,0.04573124240745198,0.37378400575413323,2573.89013671875

0,yelp,"['gat', 2, 256]",200,fp32,False,0,0.17780398645184256,0.11394680088216608,0.020752643997018986,0.0431045415726575,0.3577268165352194,2024.42041015625
0,yelp,"['gat', 2, 256]",200,fp32,True,0,0.11378135599873283,0.047682431611147796,0.020860934799367733,0.0452379895882173,0.37935591754714304,2373.94384765625
0,yelp,"['gat', 2, 256]",200,int1,False,0,0.07305163686925714,0.013940223238684914,0.01732034981250763,0.0417910638180646,0.36199184015511615,2224.25634765625
0,yelp,"['gat', 2, 256]",200,int1,True,0,0.06073417717760259,0.0002441948110407049,0.017369523644447327,0.04312045872211456,0.3930140494607212,2549.0927734375

0,yelp,"['gat', 2, 256]",1000,fp32,False,0,0.18264422858400003,0.11823156183319432,0.020226501194494113,0.04418616555631161,0.44388639169789873,2024.42041015625
0,yelp,"['gat', 2, 256]",1000,fp32,True,0,0.11217978516859668,0.04537082144192287,0.021351382402437075,0.04545758132423673,0.43427148973328034,2373.94384765625
0,yelp,"['gat', 2, 256]",1000,int1,False,0,0.07250838327620711,0.01372181304863521,0.018055817910603116,0.04073075231696879,0.4378176430366844,3748.86572265625
0,yelp,"['gat', 2, 256]",1000,int1,True,0,0.06568749994039536,0.00027612197612013133,0.01693642432136195,0.04847495364291327,0.4252610237054771,4073.68408203125

0,yelp,"['gat', 2, 256]",1000,fp32,False,0,0.18576891188110625,0.1212828273751906,0.020375385880470276,0.04411069862544538,0.4417606369965081,2024.42041015625
0,yelp,"['gat', 2, 256]",1000,fp32,True,0,0.10951470397412777,0.04312608816793987,0.019541694383536066,0.046846921422651844,0.44229157015094983,2373.8466796875
0,yelp,"['gat', 2, 256]",1000,int1,False,0,0.07348744491381305,0.013708058212484633,0.01783975027501583,0.041939636426312585,0.44082654497949353,3748.86572265625
0,yelp,"['gat', 2, 256]",1000,int1,True,0,0.06485629667128835,0.00027747665132795064,0.016583078939999853,0.04799574107996055,0.4237652084146339,4052.91845703125

0,yelp,"['gat', 2, 256]",1000,fp32,False,0,0.1878338818039213,0.12320722213813237,0.019800161942839622,0.044826497722949304,0.4564943504563441,2024.42041015625
0,yelp,"['gat', 2, 256]",1000,fp32,True,0,0.11551511314298425,0.047511576009648185,0.019977991336158345,0.04802554579717772,0.4397610699419272,2373.94482421875
0,yelp,"['gat', 2, 256]",1000,int1,False,0,0.07381588087550231,0.014181595029575484,0.01756256871989795,0.042071717126028876,0.44439279001553766,3748.86572265625
0,yelp,"['gat', 2, 256]",1000,int1,True,0,0.06528688408434391,0.00029822971139635356,0.017486308834382465,0.04750234553856509,0.4315450444230915,4056.70458984375

0,yelp,"['gat', 2, 256]",1000,fp32,False,0,0.1860797189708267,0.12110147279288087,0.02084492625934737,0.04413331991859846,0.44226348890396744,2024.42041015625
0,yelp,"['gat', 2, 256]",1000,fp32,True,0,0.11483289461050715,0.04726357092814786,0.020869246550968716,0.04670007713139058,0.43747792881660785,2373.84619140625
0,yelp,"['gat', 2, 256]",1000,int1,False,0,0.07295572571456432,0.013905735686421394,0.017610950395464897,0.04143903963267803,0.438160195703248,3748.86572265625
0,yelp,"['gat', 2, 256]",1000,int1,True,0,0.06413335406354495,0.0002521699560540063,0.0179004929959774,0.04598069111151354,0.4325676919808314,4051.7939453125
