epoch,acc,loss
9,0.0,2316490.5
19,0.0,2355000.0
29,0.0,2169435.5
39,0.0,2128977.25
49,0.0,2115754.5
59,0.0,2109967.75
69,0.0,2100461.0
79,0.07787033404865742,2067417.0
89,0.18335892703681267,1997384.5
99,0.20119785500383033,1953704.625
109,0.19872226902555462,1925720.75
119,0.20277660917122423,1898044.25
129,0.21235332691529585,1872508.0
139,0.22105292386294217,1846848.5
149,0.22799365035544206,1812546.25
159,0.23295364711866973,1765602.25
169,0.23582468044275381,1719086.75
179,0.26043153839937505,1676028.75
189,0.2610078574605442,1633228.75
199,0.2639365207450743,1584976.75
209,0.28940101884131514,1529420.5
219,0.3036708687222139,1487343.125
229,0.32146877754118713,1450265.5
239,0.3353504822742772,1418987.25
249,0.35400805670924024,1386191.375
259,0.370886932972241,1356518.0
269,0.38292896813797134,1330465.625
279,0.3952958754563748,1306356.25
289,0.40642693920898293,1285563.375
299,0.4153060439462892,1266496.125
309,0.4233647767361865,1248902.0
319,0.43028418405745517,1234063.625
329,0.4391947768055932,1219666.75
339,0.4465089572806615,1205844.75
349,0.45229189627506183,1193787.0
359,0.45838300577903424,1182726.25
369,0.4619953837798697,1171897.25
379,0.4658094615609999,1162566.25
389,0.469937996240496,1154705.375
399,0.4727415070599748,1146361.5
409,0.475930819924397,1140210.25
419,0.47798104866995506,1133863.625
429,0.481309241048636,1126767.125
439,0.4841888935540185,1120104.0
449,0.48603946794953135,1113556.75
459,0.48863217537200543,1108541.75
469,0.4914637559473832,1103197.75
479,0.49368099703471896,1097020.75
489,0.4963494097439952,1091105.25
499,0.49781635609187636,1088441.5
509,0.49840512971248785,1083189.625
519,0.5009439284784307,1079018.625
529,0.5022004465931016,1076533.75
539,0.5041966815930085,1072704.875
549,0.5055441234451881,1069152.0
559,0.5075564172995098,1065736.375
569,0.5077125394789319,1062211.25
579,0.5097548398186545,1058571.5
589,0.5110321505324479,1054675.0
599,0.5108494822326302,1053903.25
609,0.5125877232895631,1051733.125
619,0.5130706182779868,1049642.25
629,0.5136442955175625,1046287.25
639,0.5147047034742968,1044762.25
649,0.5161720111490682,1042453.4375
659,0.5167119203535112,1040523.375
669,0.5172287175448212,1039579.375
679,0.5179830091018869,1037632.5625
689,0.5187258656496821,1035606.9375
699,0.520177898402837,1032713.75
709,0.5189856604735922,1033112.875
719,0.5211139347734012,1031198.125
729,0.5213152755505454,1030359.875
739,0.5208885871294903,1028652.25
749,0.5230796837560826,1026147.9375
759,0.5223481579908628,1025354.0
769,0.5225514337914052,1024837.5625
779,0.523868636658972,1023048.25
789,0.5236242944422129,1021690.9375
799,0.5244942467431656,1020593.0
809,0.5249957813027337,1019757.5
819,0.5253886884796322,1018029.75
829,0.5253888525420509,1017327.375
839,0.5263312971235249,1016198.875
849,0.5262652990227602,1014905.375
859,0.5264177768416618,1013364.0
