,dataset,model,epoch,rank,epoch time,commu,reduce,compute,accuracy,peak memory
0,amazon,"['graphsage', 4, 512]",150,0,0.6836631577590416,0.5185412176724138,0.07141616262238601,0.09370577746424183,0.3600907672670543,8695.423828125
0,amazon,"['gcn', 4, 512]",150,0,0.7641905340655096,0.5699875864489325,0.09321472891445817,0.10098821870211891,0.22026271997917576,7725.6748046875
0,amazon,"['gat', 3, 128]",150,0,0.8674101845971469,0.6440903071699471,0.15973622881132982,0.06358364861587001,0.01626258699738542,3697.66552734375
