,dataset,model,epoch,datatype,pipeline,fixed synchro,rank,epoch time,commu,reduce,compute,accuracy,peak memory
0,ogbn-products,"['graphsage', 3, 128]",150,fp32,False,NA,0,0.493457353752078,0.3786353773743142,0.015396396622402978,0.09942557975536083,NA,4793.34375
0,ogbn-products,"['graphsage', 3, 128]",150,fp32,True,NA,0,0.44311464287852514,0.317872931939045,0.02242718762113848,0.10281452331834169,NA,5031.0732421875
0,ogbn-products,"['graphsage', 3, 128]",150,int1,False,NA,0,0.12734469930634243,0.024286339301189393,0.012708476481546882,0.09034988352360615,NA,5830.66064453125
0,ogbn-products,"['graphsage', 3, 128]",150,int1,True,NA,0,0.11214381501874851,0.00019832239806197072,0.013979895424296838,0.0979655971963897,NA,5892.97607421875
0,ogbn-products,"['gcn', 3, 128]",150,fp32,False,NA,0,0.49423877883503453,0.38765088292478606,0.015487487079533001,0.09110040883071548,NA,3669.017578125
0,ogbn-products,"['gcn', 3, 128]",150,fp32,True,NA,0,0.43342558482221066,0.2916806381167346,0.023333136361973886,0.11841181034350216,NA,4620.54150390625
0,ogbn-products,"['gcn', 3, 128]",150,int1,False,NA,0,0.11749807750905743,0.023039659471002245,0.012917458556080593,0.0815409594819746,NA,5190.4130859375
0,ogbn-products,"['gcn', 3, 128]",150,int1,True,NA,0,0.10361131274973163,0.00019460234023232497,0.013969605205623249,0.08944710520387605,NA,5524.67724609375
0,ogbn-products,"['gat', 3, 128]",150,fp32,False,NA,0,0.5747749532452067,0.36625242779273115,0.05066631768495982,0.1578562077675157,NA,4875.54736328125
0,ogbn-products,"['gat', 3, 128]",150,fp32,True,NA,0,0.4613003876373058,0.22263993015726105,0.05817143425686669,0.18048902322317806,NA,5201.27490234375
0,ogbn-products,"['gat', 3, 128]",150,int1,False,NA,0,0.22390656070854828,0.024444578258135848,0.04925646308724207,0.15020551936317036,NA,6009.865234375
0,ogbn-products,"['gat', 3, 128]",150,int1,True,NA,0,0.21317484906611553,0.0002235074079673709,0.05360116303422069,0.15935017862392747,NA,6316.32666015625
