,dataset,model,epoch,datatype,pipeline,fixed synchro,rank,epoch time,commu,reduce,compute,accuracy,peak memory
0,yelp,"['graphsage', 4, 512]",200,fp32,False,NA,0,0.2727849537676031,0.1788640090010383,0.015474712306802923,0.07844623245976187,NA,5133.1328125
0,yelp,"['graphsage', 4, 512]",200,fp32,True,NA,0,0.1903498890725049,0.08115586773915724,0.021781535311178726,0.08741248602216894,NA,5651.82421875
0,yelp,"['graphsage', 4, 512]",200,int1,False,NA,0,0.0992386828769337,0.00975212183865634,0.01160655373876745,0.0778800072995099,NA,5152.447265625
0,yelp,"['graphsage', 4, 512]",200,int1,True,NA,0,0.09326387941837311,7.815252650867809e-05,0.012074913490902294,0.08111081340096213,NA,5233.5849609375
0,yelp,"['gcn', 4, 512]",200,fp32,False,NA,0,0.2677941931919618,0.17974417453462427,0.015339165925979614,0.07271085273135791,NA,4421.4228515625
0,yelp,"['gcn', 4, 512]",200,fp32,True,NA,0,0.18486799164251846,0.07675933025100014,0.021398475224321537,0.08671018616719679,NA,5227.9521484375
0,yelp,"['gcn', 4, 512]",200,int1,False,NA,0,0.0929792889139869,0.009084228764880787,0.011475838043472984,0.07241922210563312,NA,4441.3623046875
0,yelp,"['gcn', 4, 512]",200,int1,True,NA,0,0.08861553262580525,7.325817238200794e-05,0.013303992423144255,0.07523828203027899,NA,4718.2646484375
0,yelp,"['gat', 2, 256]",200,fp32,False,NA,0,0.13613311539996753,0.08754085275259885,0.018442198634147644,0.03015006401322104,NA,2019.6357421875
0,yelp,"['gat', 2, 256]",200,fp32,True,NA,0,0.09177065302025188,0.03611391918225722,0.021450790491971104,0.03420594334602356,NA,2369.1591796875
0,yelp,"['gat', 2, 256]",200,int1,False,NA,0,0.05270471627062017,0.00520819290117784,0.018166945739225906,0.029329577630216423,NA,2219.4716796875
0,yelp,"['gat', 2, 256]",200,int1,True,NA,0,0.049683167175813156,6.905198097229004e-05,0.01808216084133495,0.03153195435350592,NA,2452.33154296875
