,dataset,model,epoch,rank,epoch time,commu,reduce,compute,accuracy,peak memory
0,amazon,"['graphsage', 4, 512]",150,0,0.2745388376301733,0.2062796033661941,0.019673469148833177,0.04858576511514599,NA,4471.611328125
0,amazon,"['gcn', 4, 512]",150,0,0.2814930603421968,0.21473213886392528,0.01866521013194117,0.04809571134633034,NA,4043.41015625
0,amazon,"['gat', 3, 128]",150,0,0.35617532894529147,0.2566002993748106,0.06269743524748704,0.036877594322993826,NA,2051.7509765625
