,dataset,model,epoch,rank,epoch time,commu,reduce,compute,accuracy,peak memory
0,yelp,"['graphsage', 4, 512]",100,0,0.6144386191117136,0.47504809530157793,0.08663703767876876,0.052753486131366906,NA,1996.3447265625
0,yelp,"['gcn', 4, 512]",100,0,0.5963177153938695,0.4630410344977128,0.07986436894065456,0.053412311955502126,NA,1779.578125
0,yelp,"['gat', 2, 256]",100,0,0.3044702931454307,0.214106233496415,0.0427809665077611,0.047583093141254626,NA,914.71728515625
