,dataset,model,epoch,rank,epoch time,commu,reduce,compute,accuracy,peak memory
0,amazon,"['graphsage', 4, 512]",2000,0,0.6645555522507594,0.5061027253182012,0.045917329334077384,0.11253549759848075,0.8138574896385936,8695.35986328125
0,amazon,"['gcn', 4, 512]",2000,0,0.712333055008623,0.563608543735399,0.04498056361549779,0.10374394765772615,0.5681552939589165,7726.21044921875
0,amazon,"['gat', 3, 128]",1000,0,0.8324262662149554,0.6310739184144754,0.14953998728613158,0.05181236051434848,0.4090329195108133,3699.0859375
