epoch,acc,loss
9,0.5882731437613726,34708.1015625
19,0.6717708399699787,19842.14453125
29,0.7058146275955214,14493.1298828125
39,0.717013444092448,13071.2421875
49,0.7263528702615483,11467.599609375
59,0.737590546434828,10648.517578125
69,0.7422288554786044,9974.330078125
79,0.7513907019639048,9424.8408203125
89,0.7551271050309273,9050.498046875
99,0.7596447683353282,8635.013671875
109,0.7648384092655928,8585.2587890625
119,0.765146575536207,8347.5703125
129,0.7624435687461564,7922.7412109375
139,0.7692110265687222,8000.58837890625
149,0.7830450713504324,7655.173828125
159,0.7809574933882069,7655.6689453125
169,0.7670610923816509,8397.982421875
179,0.7760105662171144,8032.5478515625
189,0.7777619627932154,7650.96923828125
199,0.7763959999837332,7582.599609375
209,0.78231351535025,7330.150390625
219,0.7854625047049579,7205.66455078125
229,0.7899431157598129,7013.94384765625
239,0.7824612724917321,7141.236328125
249,0.7769585615774498,6979.8310546875
259,0.7829754854183583,6993.01806640625
269,0.7831105905721907,6891.05078125
279,0.7790660212345538,6855.89208984375
289,0.7860670889719401,6841.48193359375
299,0.7775554642805018,6714.9306640625
309,0.7841647722574444,6584.61083984375
319,0.7855027199514164,6397.9912109375
329,0.7790380061190435,6527.6787109375
339,0.7906986201651898,6329.38134765625
349,0.7719528930351259,6281.13671875
359,0.7831670726599133,6274.73193359375
369,0.7857200630249728,6389.10400390625
379,0.784093830755265,6212.90185546875
389,0.7743142961586306,6515.88134765625
399,0.7779982838482467,6525.4052734375
409,0.7848353276028867,6499.34716796875
419,0.7823763234317974,6248.6611328125
429,0.7926149444374406,6452.599609375
439,0.7857178037414638,6313.87255859375
449,0.7918860995774688,6250.07177734375
459,0.7889327641746318,6207.4501953125
469,0.7904455804121927,6216.658203125
479,0.7814314910683745,6325.45263671875
489,0.7838832655322352,5969.54833984375
499,0.7856974701898838,6028.3193359375
